url,model,review,data,pos,neg
https://x.com/search?q=Fiat%20Strada%20acabamento&src=typed_query&f=live,Fiat Strada,"Isso q eu ia falar. O meu avô foi ""fanboy"" da VW e hater da Fiat a vida inteira (me identifico), aí ele fez um test drive na Strada, gostou e acabou comprando uma.  Tirando o péssimo acabamento e a 3a porta problematica, eu não vejo muitos problemas no carro.",2023-10-30T14:03:26.000Z,1,1
https://x.com/search?q=Fiat%20Strada%20acabamento&src=typed_query&f=live,Fiat Strada,Censura???? Acabei de adquirir 2 carros Fiat. Acabamento lixooo!!  Touro e Strada. NUNCAAA MAISSS!!!,2021-10-28T16:32:41.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20acabamento&src=typed_query&f=live,Fiat Strada,"Isso q eu ia falar. O meu avô foi ""fanboy"" da VW e hater da Fiat a vida inteira (me identifico), aí ele fez um test drive na Strada, gostou e acabou comprando uma.  Tirando o péssimo acabamento e a 3a porta problematica, eu não vejo muitos problemas no carro.",2023-10-30T14:03:26.000Z,1,1
https://x.com/search?q=Fiat%20Strada%20acabamento&src=typed_query&f=live,Fiat Strada,Censura???? Acabei de adquirir 2 carros Fiat. Acabamento lixooo!!  Touro e Strada. NUNCAAA MAISSS!!!,2021-10-28T16:32:41.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20acabamento&src=typed_query&f=live,Fiat Strada,"Isso q eu ia falar. O meu avô foi ""fanboy"" da VW e hater da Fiat a vida inteira (me identifico), aí ele fez um test drive na Strada, gostou e acabou comprando uma.  Tirando o péssimo acabamento e a 3a porta problematica, eu não vejo muitos problemas no carro.",2023-10-30T14:03:26.000Z,1,1
https://x.com/search?q=Fiat%20Strada%20acabamento&src=typed_query&f=live,Fiat Strada,Censura???? Acabei de adquirir 2 carros Fiat. Acabamento lixooo!!  Touro e Strada. NUNCAAA MAISSS!!!,2021-10-28T16:32:41.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20acabamento&src=typed_query&f=live,Fiat Strada,Censura???? Acabei de adquirir 2 carros Fiat. Acabamento lixooo!!  Touro e Strada. NUNCAAA MAISSS!!!,2021-10-28T16:32:41.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20mecanica&src=typed_query&f=live,Fiat Strada,"Vítima fatal de acidente na Visconde de Mauá é identificada  Empresário Landerson Fernando Matyak, proprietário de uma mecânica de motores, estava em uma Fiat Strada ao lado do filho  Leia: https://arede.info/_/462773",2023-03-17T13:15:56.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20mecanica&src=typed_query&f=live,Fiat Strada,"Vítima fatal de acidente na Visconde de Mauá é identificada  Empresário Landerson Fernando Matyak, proprietário de uma mecânica de motores, estava em uma Fiat Strada ao lado do filho  Leia: https://arede.info/_/462773",2023-03-17T13:15:56.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20mecanica&src=typed_query&f=live,Fiat Strada,"Vítima fatal de acidente na Visconde de Mauá é identificada  Empresário Landerson Fernando Matyak, proprietário de uma mecânica de motores, estava em uma Fiat Strada ao lado do filho  Leia: https://arede.info/_/462773",2023-03-17T13:15:56.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20mecanica&src=typed_query&f=live,Fiat Strada,"Vítima fatal de acidente na Visconde de Mauá é identificada  Empresário Landerson Fernando Matyak, proprietário de uma mecânica de motores, estava em uma Fiat Strada ao lado do filho  Leia: https://arede.info/_/462773",2023-03-17T13:15:56.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20mecanica&src=typed_query&f=live,Fiat Strada,"Vítima fatal de acidente na Visconde de Mauá é identificada  Empresário Landerson Fernando Matyak, proprietário de uma mecânica de motores, estava em uma Fiat Strada ao lado do filho  Leia: https://arede.info/_/462773",2023-03-17T13:15:56.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20mecanica&src=typed_query&f=live,Fiat Strada,"Vítima fatal de acidente na Visconde de Mauá é identificada  Empresário Landerson Fernando Matyak, proprietário de uma mecânica de motores, estava em uma Fiat Strada ao lado do filho  Leia: https://arede.info/_/462773",2023-03-17T13:15:56.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20mecanica&src=typed_query&f=live,Fiat Strada,"Vítima fatal de acidente na Visconde de Mauá é identificada  Empresário Landerson Fernando Matyak, proprietário de uma mecânica de motores, estava em uma Fiat Strada ao lado do filho  Leia: https://arede.info/_/462773",2023-03-17T13:15:56.000Z,0,1
https://x.com/search?q=Fiat%20Strada%20mecanica&src=typed_query&f=live,Fiat Strada,"Vítima fatal de acidente na Visconde de Mauá é identificada  Empresário Landerson Fernando Matyak, proprietário de uma mecânica de motores, estava em uma Fiat Strada ao lado do filho  Leia: https://arede.info/_/462773",2023-03-17T13:15:56.000Z,0,1
https://x.com/search?q=Volkswagen%20Polo%20pintura&src=typed_query&f=live,Volkswagen Polo,"À venda Volkswagen Polo Advance 1.6 TDI 10: Motor, folha e veículo de pintura. Sem arranhões, arranhões, ... http://dlvr.it/ptqrl",2017-10-11T10:39:37.000Z,0,2
https://x.com/search?q=Volkswagen%20Polo%20pintura&src=typed_query&f=live,Volkswagen Polo,"À venda Volkswagen Polo Advance 1.6 TDI 10: Motor, folha e veículo de pintura. Sem arranhões, arranhões, ... http://dlvr.it/ptqrl",2017-10-11T10:39:37.000Z,0,2
https://x.com/search?q=Volkswagen%20Polo%20pintura&src=typed_query&f=live,Volkswagen Polo,"À venda Volkswagen Polo Advance 1.6 TDI 10: Motor, folha e veículo de pintura. Sem arranhões, arranhões, ... http://dlvr.it/ptqrl",2017-10-11T10:39:37.000Z,0,2
https://x.com/search?q=Volkswagen%20Polo%20pintura&src=typed_query&f=live,Volkswagen Polo,"À venda Volkswagen Polo Advance 1.6 TDI 10: Motor, folha e veículo de pintura. Sem arranhões, arranhões, ... http://dlvr.it/ptqrl",2017-10-11T10:39:37.000Z,0,2
